GeneSymbol	MCF7_FDI-6_0h_r1	MCF7_FDI-6_0h_r2	MCF7_FDI-6_0h_r3	MCF7_FDI-6_3h_r1	MCF7_FDI-6_3h_r2	MCF7_FDI-6_3h_r3	random1	random2	random3	random4
C1orf198	15.6538524426984	15.2743504043321	17.6297384246713	14.8843828036517	17.5732017654404	17.2710386050414	15.2743504043321	17.2710386050414	17.2710386050414	15.6538524426984
C1orf21	95.0978568436835	83.7570226797962	97.2731318469084	94.9191372991299	87.2475536540925	91.5449388831134	83.7570226797962	91.5449388831134	91.5449388831134	95.0978568436835
C1orf210	8.58687025843425	5.61693520247	8.46584563126879	8.75797335990156	9.48187576383569	7.14887865532025	5.61693520247	7.14887865532025	7.14887865532025	8.58687025843425
C1orf216	7.60358255971401	11.4084566294331	8.82285983382668	7.64072225166719	6.98865683775572	7.82086645817241	11.4084566294331	7.82086645817241	7.82086645817241	7.60358255971401
C1orf226	8.43120477418985	9.66846489795957	9.1548851300242	10.1007573007612	10.7430129372655	11.60743766913	9.66846489795957	11.60743766913	11.60743766913	8.43120477418985
C1orf35	52.6170655487465	53.7796609508935	55.2646618679961	62.4768639772812	50.4750495345133	54.896380877049	53.7796609508935	54.896380877049	54.896380877049	52.6170655487465
C1orf43	327.767900614435	345.363139132518	348.084954899509	334.439777812645	318.83622877702	324.836260438687	345.363139132518	324.836260438687	324.836260438687	327.767900614435
C1orf50	6.14986937851245	11.0543471084484	7.81639572420611	5.60804604034417	8.52052670382159	16.3058009366023	11.0543471084484	16.3058009366023	16.3058009366023	6.14986937851245
C1orf52	17.5802913179424	24.1303217531425	11.4014594417432	25.7063719569198	18.5333503315063	21.7360640967127	24.1303217531425	21.7360640967127	21.7360640967127	17.5802913179424
C1orf53	13.1605716426951	26.188655107288	25.5629346530454	22.3688788889	20.4086099144693	24.7616022361354	26.188655107288	24.7616022361354	24.7616022361354	13.1605716426951
C1orf54	1.22929156681132	1.64251584602252	3.63572005059814	2.4788452214586	2.44805056920058	1.99411343573687	1.64251584602252	1.99411343573687	1.99411343573687	1.22929156681132
C1orf56	52.0460875129308	63.2106465729864	41.841291320152	35.4261882725815	45.2455671845424	45.2056292538055	63.2106465729864	45.2056292538055	45.2056292538055	52.0460875129308
C1orf61	0.0831839874168925	0.779086774487945	1.15609584910662	0.45903046127911	0.340774791397706	0.798747233855274	0.779086774487945	0.798747233855274	0.798747233855274	0.0831839874168925
C1orf74	2.57583280553389	2.45245405536891	2.354769675904	2.12124683168806	1.88645596746239	2.52327225541421	2.45245405536891	2.52327225541421	2.52327225541421	2.57583280553389
C1QBP	315.043549059573	247.901703679458	292.189903920225	296.189605528309	295.731040540392	278.825373858692	247.901703679458	278.825373858692	278.825373858692	315.043549059573
C1QL1	2.32754961925079	2.58413237038792	1.84546343605558	1.5058394961344	1.70360918732329	2.28125785671722	2.58413237038792	2.28125785671722	2.28125785671722	2.32754961925079
C1QL4	0.566712085799504	0.502789661502831	0.316111911330051	0.244624009373918	0.266399443407711	0.440071026331537	0.502789661502831	0.440071026331537	0.440071026331537	0.566712085799504
C1QTNF2	0.0154162159082529	0.158163151182797	0.16643183180775	0.163082151617272	0.192926898445497	0.118054889639799	0.158163151182797	0.118054889639799	0.118054889639799	0.0154162159082529
C1QTNF3	0.860285254010489	1.17533329855429	0.468567095958102	2.19658868848183	1.53856982450987	0.946534791241791	1.17533329855429	0.946534791241791	0.946534791241791	0.860285254010489
C1QTNF4	0.0629055559739122	0.0172420069583139	0.0980546781699183	0.125759768432236	0.110646270949925	0.0172420069583139	0.0172420069583139	0.0172420069583139	0.0172420069583139	0.0629055559739122
C1QTNF6	26.205507083122	18.6854696084219	20.0302794895212	23.0310137378664	20.550060926798	21.4149609454329	18.6854696084219	21.4149609454329	21.4149609454329	26.205507083122
C1R	0.908670601579761	1.46601780378512	1.32631001521022	0.803264131277205	1.34562110282445	1.56687814480044	1.46601780378512	1.56687814480044	1.56687814480044	0.908670601579761
C1RL	0.185669427909657	0.227046592187484	0.377219539637356	0.277525576887484	0.00904594891156818	0.354193777556626	0.227046592187484	0.354193777556626	0.354193777556626	0.185669427909657
C1S	0.249885777667048	0.145677106504746	0.0789913839534686	0.241699090167513	0.506165620520413	0.485021146516858	0.145677106504746	0.485021146516858	0.485021146516858	0.249885777667048
C2	0.812872089737858	1.08189895316515	0.337494404520758	1.03829422127794	0.933457772309596	0.333326532479381	1.08189895316515	0.333326532479381	0.333326532479381	0.812872089737858
C20orf141	0.291874884767285	0.0376628850358123	0.0376628850358123	0.0376628850358123	0.0376628850358123	0.0376628850358123	0.0376628850358123	0.0376628850358123	0.0376628850358123	0.291874884767285
C20orf144	0.272046974752486	0.289848763831148	0.118200576296597	0.238542688792915	0.536863273349269	0.188166852366248	0.289848763831148	0.188166852366248	0.188166852366248	0.272046974752486
C20orf194	2.73132909536144	2.40954730109512	2.09258380592922	1.95251634409893	2.94290814455855	2.84054467326428	2.40954730109512	2.84054467326428	2.84054467326428	2.73132909536144
C20orf27	136.640471719569	199.983699536706	205.61391935539	212.726110766242	197.441818909084	192.783700706896	199.983699536706	192.783700706896	192.783700706896	136.640471719569
C20orf96	3.65128916531379	4.23231358751093	3.87207238424426	2.55496046801738	3.68310123714028	3.61941985318818	4.23231358751093	3.61941985318818	3.61941985318818	3.65128916531379
C21orf58	18.039964244121	30.1374680029839	30.2465670468974	23.0694714642498	22.967426349075	28.0807181598158	30.1374680029839	28.0807181598158	28.0807181598158	18.039964244121
